encounter_file,rate_walk,land_lvl0,land_species0,land_lvl1,land_species1,land_lvl2,land_species2,land_lvl3,land_species3,land_lvl4,land_species4,land_lvl5,land_species5,land_lvl6,land_species6,land_lvl7,land_species7,land_lvl8,land_species8,land_lvl9,land_species9,land_lvl10,land_species10,land_lvl11,land_species11,swarm_species0,swarm_species1,land_species_morn0,land_species_morn1,land_species_nite0,land_species_nite1,radar_species0,radar_species1,radar_species2,radar_species3,rate_form0,rate_form1,rate_form2,rate_form3,rate_form4,unown_tbl,ruby0,ruby1,sapphire0,sapphire1,emerald0,emerald1,firered0,firered1,leafgreen0,leafgreen1,rate_surf,lvl_max_surf0,lvl_min_surf0,species_surf0,lvl_max_surf1,lvl_min_surf1,species_surf1,lvl_max_surf2,lvl_min_surf2,species_surf2,lvl_max_surf3,lvl_min_surf3,species_surf3,lvl_max_surf4,lvl_min_surf4,species_surf4,rate_oldrod,lvl_max_oldrod0,lvl_min_oldrod0,species_oldrod0,lvl_max_oldrod1,lvl_min_oldrod1,species_oldrod1,lvl_max_oldrod2,lvl_min_oldrod2,species_oldrod2,lvl_max_oldrod3,lvl_min_oldrod3,species_oldrod3,lvl_max_oldrod4,lvl_min_oldrod4,species_oldrod4,rate_goodrod,lvl_max_goodrod0,lvl_min_goodrod0,species_goodrod0,lvl_max_goodrod1,lvl_min_goodrod1,species_goodrod1,lvl_max_goodrod2,lvl_min_goodrod2,species_goodrod2,lvl_max_goodrod3,lvl_min_goodrod3,species_goodrod3,lvl_max_goodrod4,lvl_min_goodrod4,species_goodrod4,rate_superrod,lvl_max_superrod0,lvl_min_superrod0,species_superrod0,lvl_max_superrod1,lvl_min_superrod1,species_superrod1,lvl_max_superrod2,lvl_min_superrod2,species_superrod2,lvl_max_superrod3,lvl_min_superrod3,species_superrod3,lvl_max_superrod4,lvl_min_superrod4,species_superrod4
61,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
62,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,37,SPECIES_DUSCLOPS,37,SPECIES_CHIMECHO,37,SPECIES_DUSCLOPS,37,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
63,15,15,SPECIES_GASTLY,15,SPECIES_BRONZOR,16,SPECIES_GASTLY,17,SPECIES_GOLBAT,17,SPECIES_GASTLY,17,SPECIES_GOLBAT,18,SPECIES_GOLBAT,16,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,SPECIES_GASTLY,SPECIES_BRONZOR,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
64,15,15,SPECIES_GASTLY,15,SPECIES_BRONZOR,16,SPECIES_GASTLY,17,SPECIES_GOLBAT,17,SPECIES_GASTLY,17,SPECIES_GOLBAT,18,SPECIES_GOLBAT,16,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,SPECIES_GASTLY,SPECIES_BRONZOR,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
65,15,15,SPECIES_GASTLY,15,SPECIES_BRONZOR,16,SPECIES_GASTLY,17,SPECIES_GOLBAT,17,SPECIES_GASTLY,17,SPECIES_GOLBAT,18,SPECIES_GOLBAT,16,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,SPECIES_GASTLY,SPECIES_BRONZOR,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
66,15,15,SPECIES_GASTLY,15,SPECIES_BRONZOR,16,SPECIES_GASTLY,17,SPECIES_GOLBAT,17,SPECIES_GASTLY,17,SPECIES_GOLBAT,18,SPECIES_GOLBAT,16,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,SPECIES_GASTLY,SPECIES_BRONZOR,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
67,15,15,SPECIES_GASTLY,15,SPECIES_BRONZOR,16,SPECIES_GASTLY,17,SPECIES_GOLBAT,17,SPECIES_GASTLY,17,SPECIES_GOLBAT,18,SPECIES_GOLBAT,16,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,SPECIES_GASTLY,SPECIES_BRONZOR,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
68,15,15,SPECIES_GASTLY,15,SPECIES_BRONZOR,16,SPECIES_GASTLY,17,SPECIES_GOLBAT,17,SPECIES_GASTLY,17,SPECIES_GOLBAT,18,SPECIES_GOLBAT,16,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,18,SPECIES_DUSKULL,18,SPECIES_CHINGLING,SPECIES_GASTLY,SPECIES_BRONZOR,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_GASTLY,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
69,15,25,SPECIES_HAUNTER,25,SPECIES_BRONZOR,26,SPECIES_HAUNTER,27,SPECIES_GOLBAT,27,SPECIES_HAUNTER,27,SPECIES_GOLBAT,25,SPECIES_GOLBAT,26,SPECIES_CHINGLING,28,SPECIES_DUSKULL,28,SPECIES_CHINGLING,28,SPECIES_DUSCLOPS,28,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZOR,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
70,15,25,SPECIES_HAUNTER,25,SPECIES_BRONZOR,26,SPECIES_HAUNTER,27,SPECIES_GOLBAT,27,SPECIES_HAUNTER,27,SPECIES_GOLBAT,28,SPECIES_GOLBAT,26,SPECIES_CHINGLING,28,SPECIES_DUSKULL,28,SPECIES_CHINGLING,28,SPECIES_DUSCLOPS,28,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZOR,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
71,15,25,SPECIES_HAUNTER,25,SPECIES_BRONZOR,26,SPECIES_HAUNTER,27,SPECIES_GOLBAT,27,SPECIES_HAUNTER,27,SPECIES_GOLBAT,28,SPECIES_GOLBAT,26,SPECIES_CHINGLING,28,SPECIES_DUSKULL,28,SPECIES_CHINGLING,28,SPECIES_DUSCLOPS,28,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZOR,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
72,15,25,SPECIES_HAUNTER,25,SPECIES_BRONZOR,26,SPECIES_HAUNTER,27,SPECIES_GOLBAT,27,SPECIES_HAUNTER,27,SPECIES_GOLBAT,28,SPECIES_GOLBAT,26,SPECIES_CHINGLING,28,SPECIES_DUSKULL,28,SPECIES_CHINGLING,28,SPECIES_DUSCLOPS,28,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZOR,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
73,15,25,SPECIES_HAUNTER,25,SPECIES_BRONZOR,26,SPECIES_HAUNTER,27,SPECIES_GOLBAT,27,SPECIES_HAUNTER,27,SPECIES_GOLBAT,28,SPECIES_GOLBAT,26,SPECIES_CHINGLING,28,SPECIES_DUSKULL,28,SPECIES_CHINGLING,28,SPECIES_DUSCLOPS,28,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZOR,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
74,15,25,SPECIES_HAUNTER,25,SPECIES_BRONZOR,26,SPECIES_HAUNTER,27,SPECIES_GOLBAT,27,SPECIES_HAUNTER,27,SPECIES_GOLBAT,28,SPECIES_GOLBAT,26,SPECIES_CHINGLING,28,SPECIES_DUSKULL,28,SPECIES_CHINGLING,28,SPECIES_DUSCLOPS,28,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZOR,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHINGLING,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,SPECIES_DUSCLOPS,SPECIES_CHINGLING,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
75,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
76,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
77,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
